year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2010,3,G5138L 10 0,*,JINPAN INTL LTD,ORD,,G5138L,10,0,G5138L10,G5138L100
2010,3,G5138L 90 0,,JINPAN INTL LTD,CALL,,G5138L,90,0,G5138L90,G5138L900
2010,3,G5138L 95 0,,JINPAN INTL LTD,PUT,,G5138L,95,0,G5138L95,G5138L950
2010,3,G5299G 10 6,*,KNIGHTSBRIDGE TANKERS LTD,ORD,DELETED,G5299G,10,6,G5299G10,G5299G106
2010,3,G5299G 90 6,,KNIGHTSBRIDGE TANKERS LTD,CALL,DELETED,G5299G,90,6,G5299G90,G5299G906
2010,3,G5299G 95 6,,KNIGHTSBRIDGE TANKERS LTD,PUT,DELETED,G5299G,95,6,G5299G95,G5299G956
2010,3,G54050 10 2,*,LAZARD LTD,SHS A,,G54050,10,2,G5405010,G54050102
2010,3,G54050 90 2,,LAZARD LTD,CALL,,G54050,90,2,G5405090,G54050902
2010,3,G54050 95 2,,LAZARD LTD,PUT,,G54050,95,2,G5405095,G54050952
2010,3,G55312 10 5,*,LJ INTL INC,ORD,,G55312,10,5,G5531210,G55312105
2010,3,G55312 90 5,,LJ INTL INC,CALL,,G55312,90,5,G5531290,G55312905
2010,3,G55312 95 5,,LJ INTL INC,PUT,,G55312,95,5,G5531295,G55312955
2010,3,G5753U 11 2,*,MAIDEN HOLDINGS LTD,SHS,,G5753U,11,2,G5753U11,G5753U112
2010,3,G5753U 90 2,,MAIDEN HOLDINGS LTD,CALL,,G5753U,90,2,G5753U90,G5753U902
2010,3,G5753U 95 2,,MAIDEN HOLDINGS LTD,PUT,,G5753U,95,2,G5753U95,G5753U952
2010,3,G5760D 10 3,,MAJESTIC CAPITAL LTD,SHS,,G5760D,10,3,G5760D10,G5760D103
2010,3,G5876H 10 5,*,MARVELL TECHNOLOGY GROUP LTD,ORD,,G5876H,10,5,G5876H10,G5876H105
2010,3,G5876H 90 5,,MARVELL TECHNOLOGY GROUP LTD,CALL,,G5876H,90,5,G5876H90,G5876H905
2010,3,G5876H 95 5,,MARVELL TECHNOLOGY GROUP LTD,PUT,,G5876H,95,5,G5876H95,G5876H955
2010,3,G62185 10 6,*,MONTPELIER RE HOLDINGS LTD,SHS,,G62185,10,6,G6218510,G62185106
2010,3,G62185 90 6,,MONTPELIER RE HOLDINGS LTD,CALL,,G62185,90,6,G6218590,G62185906
2010,3,G62185 95 6,,MONTPELIER RE HOLDINGS LTD,PUT,,G62185,95,6,G6218595,G62185956
2010,3,G6331P 10 4,,ALPHA & OMEGA SEMICONDUCTOR,SHS,,G6331P,10,4,G6331P10,G6331P104
2010,3,G6359F 10 3,*,NABORS INDUSTRIES LTD,SHS,,G6359F,10,3,G6359F10,G6359F103
2010,3,G6359F 90 3,,NABORS INDUSTRIES LTD,CALL,,G6359F,90,3,G6359F90,G6359F903
2010,3,G6359F 95 3,,NABORS INDUSTRIES LTD,PUT,,G6359F,95,3,G6359F95,G6359F953
2010,3,G64626 10 7,,NEWLEAD HOLDINGS LTD,SHS,DELETED,G64626,10,7,G6462610,G64626107
2010,3,G64626 11 5,,NEWLEAD HOLDINGS LTD,SHS,ADDED,G64626,11,5,G6462611,G64626115
2010,3,G65773 10 6,*,NORDIC AMERICAN TANKER SHIPP,COM,,G65773,10,6,G6577310,G65773106
2010,3,G65773 90 6,,NORDIC AMERICAN TANKER SHIPP,CALL,,G65773,90,6,G6577390,G65773906
2010,3,G65773 95 6,,NORDIC AMERICAN TANKER SHIPP,PUT,,G65773,95,6,G6577395,G65773956
2010,3,G66202 10 5,,NORTH ASIA INVESTMENT CORP,COM,DELETED,G66202,10,5,G6620210,G66202105
2010,3,G66202 11 3,,NORTH ASIA INVESTMENT CORP,*W EXP 07/23/201,DELETED,G66202,11,3,G6620211,G66202113
2010,3,G66202 20 4,,NORTH ASIA INVESTMENT CORP,UNIT 99/99/9999,DELETED,G66202,20,4,G6620220,G66202204
2010,3,G67742 10 9,*,ONEBEACON INSURANCE GROUP LT,CL A,,G67742,10,9,G6774210,G67742109
2010,3,G67742 90 9,,ONEBEACON INSURANCE GROUP LT,CALL,,G67742,90,9,G6774290,G67742909
2010,3,G67742 95 9,,ONEBEACON INSURANCE GROUP LT,PUT,,G67742,95,9,G6774295,G67742959
2010,3,G67743 10 7,*,ORIENT-EXPRESS HOTELS LTD,CL A,,G67743,10,7,G6774310,G67743107
2010,3,G67743 90 7,,ORIENT-EXPRESS HOTELS LTD,CALL,,G67743,90,7,G6774390,G67743907
2010,3,G67743 95 7,,ORIENT-EXPRESS HOTELS LTD,PUT,,G67743,95,7,G6774395,G67743957
2010,3,G67828 10 6,*,ORIGIN AGRITECH LIMITED,SHS,,G67828,10,6,G6782810,G67828106
2010,3,G67828 90 6,,ORIGIN AGRITECH LIMITED,CALL,,G67828,90,6,G6782890,G67828906
2010,3,G67828 95 6,,ORIGIN AGRITECH LIMITED,PUT,,G67828,95,6,G6782895,G67828956
2010,3,G6852T 10 5,*,PARTNERRE LTD,COM,,G6852T,10,5,G6852T10,G6852T105
2010,3,G6852T 90 5,,PARTNERRE LTD,CALL,,G6852T,90,5,G6852T90,G6852T905
2010,3,G6852T 95 5,,PARTNERRE LTD,PUT,,G6852T,95,5,G6852T95,G6852T955
2010,3,G6891W 10 1,,PANSOFT COMPANY LIMITED,SHS,,G6891W,10,1,G6891W10,G6891W101
2010,3,G7127P 10 0,*,PLATINUM UNDERWRITER HLDGS L,COM,,G7127P,10,0,G7127P10,G7127P100
2010,3,G7127P 90 0,,PLATINUM UNDERWRITER HLDGS L,CALL,,G7127P,90,0,G7127P90,G7127P900
2010,3,G7127P 95 0,,PLATINUM UNDERWRITER HLDGS L,PUT,,G7127P,95,0,G7127P95,G7127P950
2010,3,G72457 10 7,,PRIMUS GUARANTY LTD,SHS,,G72457,10,7,G7245710,G72457107
2010,3,G7303A 10 9,*,QIAO XING UNVL RESOURCES INC,SHS,,G7303A,10,9,G7303A10,G7303A109
2010,3,G7303A 90 9,,QIAO XING UNVL RESOURCES INC,CALL,,G7303A,90,9,G7303A90,G7303A909
2010,3,G7303A 95 9,,QIAO XING UNVL RESOURCES INC,PUT,,G7303A,95,9,G7303A95,G7303A959
2010,3,G73031 10 9,*,QIAO XING MOBILE COMM CO LTD,SHS,,G73031,10,9,G7303110,G73031109
2010,3,G73031 90 9,,QIAO XING MOBILE COMM CO LTD,CALL,,G73031,90,9,G7303190,G73031909
2010,3,G73031 95 9,,QIAO XING MOBILE COMM CO LTD,PUT,,G73031,95,9,G7303195,G73031959
2010,3,G7415M 10 8,,RECON TECHNOLOGY LTD,SHS,,G7415M,10,8,G7415M10,G7415M108
2010,3,G7496G 10 3,*,RENAISSANCERE HOLDINGS LTD,COM,,G7496G,10,3,G7496G10,G7496G103
2010,3,G7496G 90 3,,RENAISSANCERE HOLDINGS LTD,CALL,,G7496G,90,3,G7496G90,G7496G903
2010,3,G7496G 95 3,,RENAISSANCERE HOLDINGS LTD,PUT,,G7496G,95,3,G7496G95,G7496G953
2010,3,G7945E 10 5,*,SEADRILL LIMITED,SHS,,G7945E,10,5,G7945E10,G7945E105
2010,3,G7945E 90 5,,SEADRILL LIMITED,CALL,,G7945E,90,5,G7945E90,G7945E905
2010,3,G7945E 95 5,,SEADRILL LIMITED,PUT,,G7945E,95,5,G7945E95,G7945E955
2010,3,G7945J 10 4,*,SEAGATE TECHNOLOGY,SHS,DELETED,G7945J,10,4,G7945J10,G7945J104
2010,3,G7945J 90 4,,SEAGATE TECHNOLOGY,CALL,DELETED,G7945J,90,4,G7945J90,G7945J904
2010,3,G7945J 95 4,,SEAGATE TECHNOLOGY,PUT,DELETED,G7945J,95,4,G7945J95,G7945J954
2010,3,G7945M 10 7,*,SEAGATE TECHNOLOGY PLC,SHS,ADDED,G7945M,10,7,G7945M10,G7945M107
2010,3,G7945M 90 7,,SEAGATE TECHNOLOGY PLC,CALL,ADDED,G7945M,90,7,G7945M90,G7945M907
2010,3,G7945M 95 7,,SEAGATE TECHNOLOGY PLC,PUT,ADDED,G7945M,95,7,G7945M95,G7945M957
2010,3,G7982P 10 4,,DJSP ENTERPRISES INCORPORATE,SHS,,G7982P,10,4,G7982P10,G7982P104
2010,3,G7982P 11 2,,DJSP ENTERPRISES INCORPORATE,UNIT 08/11/2012,,G7982P,11,2,G7982P11,G7982P112
2010,3,G7982P 12 0,,DJSP ENTERPRISES INCORPORATE,*W EXP 08/11/201,,G7982P,12,0,G7982P12,G7982P120
2010,3,G8005Y 10 6,,SEARCHMEDIA HOLDINGS LTD,SHS,,G8005Y,10,6,G8005Y10,G8005Y106
2010,3,G8005Y 11 4,,SEARCHMEDIA HOLDINGS LTD,*W EXP 11/19/201,,G8005Y,11,4,G8005Y11,G8005Y114
2010,3,G8005Y 20 5,,SEARCHMEDIA HOLDINGS LTD,UNIT 12/17/2013,,G8005Y,20,5,G8005Y20,G8005Y205
2010,3,G80680 20 3,,SEVEN ARTS PICTURES PLC,SHS,,G80680,20,3,G8068020,G80680203
2010,3,G81075 10 6,*,SHIP FINANCE INTERNATIONAL L,SHS,,G81075,10,6,G8107510,G81075106
2010,3,G81075 90 6,,SHIP FINANCE INTERNATIONAL L,CALL,,G81075,90,6,G8107590,G81075906
2010,3,G81075 95 6,,SHIP FINANCE INTERNATIONAL L,PUT,,G81075,95,6,G8107595,G81075956
2010,3,G81276 10 0,*,SIGNET JEWELERS LIMITED,SHS,,G81276,10,0,G8127610,G81276100
2010,3,G81276 90 0,,SIGNET JEWELERS LIMITED,CALL,,G81276,90,0,G8127690,G81276900
2010,3,G81276 95 0,,SIGNET JEWELERS LIMITED,PUT,,G81276,95,0,G8127695,G81276950
2010,3,G81477 10 4,*,SINA CORP,ORD,,G81477,10,4,G8147710,G81477104
2010,3,G81477 90 4,,SINA CORP,CALL,,G81477,90,4,G8147790,G81477904
2010,3,G81477 95 4,,SINA CORP,PUT,,G81477,95,4,G8147795,G81477954
2010,3,G82245 10 4,*,SMART MODULAR TECHNOLOGIES I,ORD SHS,,G82245,10,4,G8224510,G82245104
2010,3,G82245 90 4,,SMART MODULAR TECHNOLOGIES I,CALL,,G82245,90,4,G8224590,G82245904
2010,3,G82245 95 4,,SMART MODULAR TECHNOLOGIES I,PUT,,G82245,95,4,G8224595,G82245954
2010,3,G84384 10 9,*,CHINA TECH DEVELOPMENT GP CO,SHS,,G84384,10,9,G8438410,G84384109
