year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2015,4,G0535E 10 6,,ASIA PACIFIC WIRE & CABLE CO,ORD,,G0535E,10,6,G0535E10,G0535E106
2015,4,G05384 10 5,*,ASPEN INSURANCE HOLDINGS LTD,SHS,,G05384,10,5,G0538410,G05384105
2015,4,G05384 90 5,,ASPEN INSURANCE HOLDINGS LTD,CALL,,G05384,90,5,G0538490,G05384905
2015,4,G05384 95 5,,ASPEN INSURANCE HOLDINGS LTD,PUT,,G05384,95,5,G0538495,G05384955
2015,4,G0585R 10 6,*,ASSURED GUARANTY LTD,COM,,G0585R,10,6,G0585R10,G0585R106
2015,4,G0585R 90 6,,ASSURED GUARANTY LTD,CALL,,G0585R,90,6,G0585R90,G0585R906
2015,4,G0585R 95 6,,ASSURED GUARANTY LTD,PUT,,G0585R,95,6,G0585R95,G0585R956
2015,4,G06207 11 5,*,ATLAS FINANCIAL HOLDINGS INC,SHS NEW,,G06207,11,5,G0620711,G06207115
2015,4,G06207 90 5,,ATLAS FINANCIAL HOLDINGS INC,CALL,,G06207,90,5,G0620790,G06207905
2015,4,G06207 95 5,,ATLAS FINANCIAL HOLDINGS INC,PUT,,G06207,95,5,G0620795,G06207955
2015,4,G06242 10 4,*,ATLASSIAN CORP PLC,CL A,ADDED,G06242,10,4,G0624210,G06242104
2015,4,G06242 90 4,,ATLASSIAN CORP PLC,CALL,ADDED,G06242,90,4,G0624290,G06242904
2015,4,G06242 95 4,,ATLASSIAN CORP PLC,PUT,ADDED,G06242,95,4,G0624295,G06242954
2015,4,G0692U 10 9,*,AXIS CAPITAL HOLDINGS LTD,SHS,,G0692U,10,9,G0692U10,G0692U109
2015,4,G0692U 90 9,,AXIS CAPITAL HOLDINGS LTD,CALL,,G0692U,90,9,G0692U90,G0692U909
2015,4,G0692U 95 9,,AXIS CAPITAL HOLDINGS LTD,PUT,,G0692U,95,9,G0692U95,G0692U959
2015,4,G07021 10 1,*,CHC GROUP LTD,SHS,DELETED,G07021,10,1,G0702110,G07021101
2015,4,G07021 90 1,,CHC GROUP LTD,CALL,DELETED,G07021,90,1,G0702190,G07021901
2015,4,G07021 95 1,,CHC GROUP LTD,PUT,DELETED,G07021,95,1,G0702195,G07021951
2015,4,G07021 12 7,*,CHC GROUP LTD,SHS NEW,ADDED,G07021,12,7,G0702112,G07021127
2015,4,G07021 90 7,,CHC GROUP LTD,CALL,ADDED,G07021,90,7,G0702190,G07021907
2015,4,G07021 95 7,,CHC GROUP LTD,PUT,ADDED,G07021,95,7,G0702195,G07021957
2015,4,G0750C 10 8,*,AXALTA COATING SYS LTD,COM,,G0750C,10,8,G0750C10,G0750C108
2015,4,G0750C 90 8,,AXALTA COATING SYS LTD,CALL,,G0750C,90,8,G0750C90,G0750C908
2015,4,G0750C 95 8,,AXALTA COATING SYS LTD,PUT,,G0750C,95,8,G0750C95,G0750C958
2015,4,G0750W 10 4,*,AXOVANT SCIENCES LTD,COM,,G0750W,10,4,G0750W10,G0750W104
2015,4,G0750W 90 4,,AXOVANT SCIENCES LTD,CALL,,G0750W,90,4,G0750W90,G0750W904
2015,4,G0750W 95 4,,AXOVANT SCIENCES LTD,PUT,,G0750W,95,4,G0750W95,G0750W954
2015,4,G10082 14 0,*,ENERGY XXI LTD,USD UNRS SHS,,G10082,14,0,G1008214,G10082140
2015,4,G10082 90 0,,ENERGY XXI LTD,CALL,,G10082,90,0,G1008290,G10082900
2015,4,G10082 95 0,,ENERGY XXI LTD,PUT,,G10082,95,0,G1008295,G10082950
2015,4,G1151C 10 1,*,ACCENTURE PLC IRELAND,SHS CLASS A,,G1151C,10,1,G1151C10,G1151C101
2015,4,G1151C 90 1,,ACCENTURE PLC IRELAND,CALL,,G1151C,90,1,G1151C90,G1151C901
2015,4,G1151C 95 1,,ACCENTURE PLC IRELAND,PUT,,G1151C,95,1,G1151C95,G1151C951
2015,4,G1154H 10 7,*,BELMOND LTD,CL A,,G1154H,10,7,G1154H10,G1154H107
2015,4,G1154H 90 7,,BELMOND LTD,CALL,,G1154H,90,7,G1154H90,G1154H907
2015,4,G1154H 95 7,,BELMOND LTD,PUT,,G1154H,95,7,G1154H95,G1154H957
2015,4,G1190F 10 7,,BLUE CAP REINS HLDGS LTD,COM,,G1190F,10,7,G1190F10,G1190F107
2015,4,G14838 10 9,,MIMECAST LTD,ORD SHS,ADDED,G14838,10,9,G1483810,G14838109
2015,4,G16249 10 7,*,BROOKFIELD PPTY PARTNERS L P,UNIT LTD PARTN,,G16249,10,7,G1624910,G16249107
2015,4,G16249 90 7,,BROOKFIELD PPTY PARTNERS L P,CALL,,G16249,90,7,G1624990,G16249907
2015,4,G16249 95 7,,BROOKFIELD PPTY PARTNERS L P,PUT,,G16249,95,7,G1624995,G16249957
2015,4,G16252 10 1,*,BROOKFIELD INFRAST PARTNERS,LP INT UNIT,,G16252,10,1,G1625210,G16252101
2015,4,G16252 90 1,,BROOKFIELD INFRAST PARTNERS,CALL,,G16252,90,1,G1625290,G16252901
2015,4,G16252 95 1,,BROOKFIELD INFRAST PARTNERS,PUT,,G16252,95,1,G1625295,G16252951
2015,4,G16258 10 8,*,BROOKFIELD RENEWABLE ENRGY P,PARTNERSHIP UNIT,,G16258,10,8,G1625810,G16258108
2015,4,G16258 90 8,,BROOKFIELD RENEWABLE ENRGY P,CALL,,G16258,90,8,G1625890,G16258908
2015,4,G16258 95 8,,BROOKFIELD RENEWABLE ENRGY P,PUT,,G16258,95,8,G1625895,G16258958
2015,4,G16962 10 5,*,BUNGE LIMITED,COM,,G16962,10,5,G1696210,G16962105
2015,4,G16962 90 5,,BUNGE LIMITED,CALL,,G16962,90,5,G1696290,G16962905
2015,4,G16962 95 5,,BUNGE LIMITED,PUT,,G16962,95,5,G1696295,G16962955
2015,4,G20045 20 2,*,CENTRAL EUROPEAN MEDIA ENTRP,CL A NEW,,G20045,20,2,G2004520,G20045202
2015,4,G20045 90 2,,CENTRAL EUROPEAN MEDIA ENTRP,CALL,,G20045,90,2,G2004590,G20045902
2015,4,G20045 95 2,,CENTRAL EUROPEAN MEDIA ENTRP,PUT,,G20045,95,2,G2004595,G20045952
2015,4,G2029P 10 0,,C B PHARMA ACQUISITION CORP,UNIT 12/17/2021,,G2029P,10,0,G2029P10,G2029P100
2015,4,G2029P 11 8,,C B PHARMA ACQUISITION CORP,*W EXP 12/17/202,,G2029P,11,8,G2029P11,G2029P118
2015,4,G2029P 12 6,,C B PHARMA ACQUISITION CORP,SHS,,G2029P,12,6,G2029P12,G2029P126
2015,4,G2029P 13 4,,C B PHARMA ACQUISITION CORP,RIGHT 06/17/2016,,G2029P,13,4,G2029P13,G2029P134
2015,4,G21082 10 5,*,CHINA YUCHAI INTL LTD,COM,,G21082,10,5,G2108210,G21082105
2015,4,G21082 90 5,,CHINA YUCHAI INTL LTD,CALL,,G21082,90,5,G2108290,G21082905
2015,4,G21082 95 5,,CHINA YUCHAI INTL LTD,PUT,,G21082,95,5,G2108295,G21082955
2015,4,G2110R 11 4,*,CHIPMOS TECH BERMUDA LTD,SHS,,G2110R,11,4,G2110R11,G2110R114
2015,4,G2110R 90 4,,CHIPMOS TECH BERMUDA LTD,CALL,,G2110R,90,4,G2110R90,G2110R904
2015,4,G2110R 95 4,,CHIPMOS TECH BERMUDA LTD,PUT,,G2110R,95,4,G2110R95,G2110R954
2015,4,G2110U 10 9,,CHINA NATURAL RESOURCES INC,COM,,G2110U,10,9,G2110U10,G2110U109
2015,4,G21101 13 7,*,CHINA GERUI ADV MAT GR LTD,USD NEW ORD SHS,DELETED,G21101,13,7,G2110113,G21101137
2015,4,G21101 90 7,,CHINA GERUI ADV MAT GR LTD,CALL,DELETED,G21101,90,7,G2110190,G21101907
2015,4,G21101 95 7,,CHINA GERUI ADV MAT GR LTD,PUT,DELETED,G21101,95,7,G2110195,G21101957
2015,4,G21107 10 0,,CHINA CORD BLOOD CORP,SHS,,G21107,10,0,G2110710,G21107100
2015,4,G2113X 10 0,,CHINA CERAMICS CO LTD,SHS,,G2113X,10,0,G2113X10,G2113X100
2015,4,G21174 10 0,*,CHINA INFORMATION TECHNOLOGY,COM,,G21174,10,0,G2117410,G21174100
2015,4,G21174 90 0,,CHINA INFORMATION TECHNOLOGY,CALL,,G21174,90,0,G2117490,G21174900
2015,4,G21174 95 0,,CHINA INFORMATION TECHNOLOGY,PUT,,G21174,95,0,G2117495,G21174950
2015,4,G2118P 10 2,,CHINA CUST RELATIONS CNTR IN,COM,ADDED,G2118P,10,2,G2118P10,G2118P102
2015,4,G23773 10 7,*,CONSOLIDATED WATER CO INC,ORD,,G23773,10,7,G2377310,G23773107
2015,4,G23773 90 7,,CONSOLIDATED WATER CO INC,CALL,,G23773,90,7,G2377390,G23773907
2015,4,G23773 95 7,,CONSOLIDATED WATER CO INC,PUT,,G23773,95,7,G2377395,G23773957
2015,4,G2519Y 10 8,*,CREDICORP LTD,COM,,G2519Y,10,8,G2519Y10,G2519Y108
2015,4,G2519Y 90 8,,CREDICORP LTD,CALL,,G2519Y,90,8,G2519Y90,G2519Y908
2015,4,G2519Y 95 8,,CREDICORP LTD,PUT,,G2519Y,95,8,G2519Y95,G2519Y958
2015,4,G25343 10 7,*,COSAN LTD,SHS A,,G25343,10,7,G2534310,G25343107
2015,4,G25343 90 7,,COSAN LTD,CALL,,G25343,90,7,G2534390,G25343907
2015,4,G25343 95 7,,COSAN LTD,PUT,,G25343,95,7,G2534395,G25343957
2015,4,G25861 AA 6,,CTRIP COM INTERNATIONAL LTD,DEBT  0.500% 9/1,,G25861,AA,6,G25861AA,G25861AA6
2015,4,G25861 AC 2,,CTRIP COM INTERNATIONAL LTD,DEBT  1.000% 7/0,,G25861,AC,2,G25861AC,G25861AC2
2015,4,G25861 AD 0,,CTRIP COM INTERNATIONAL LTD,DEBT  1.990% 7/0,,G25861,AD,0,G25861AD,G25861AD0
2015,4,G2615J 10 4,,DT ASIA INVTS LTD,SHS,,G2615J,10,4,G2615J10,G2615J104
2015,4,G2615J 11 2,,DT ASIA INVTS LTD,RIGHT 03/30/2016,,G2615J,11,2,G2615J11,G2615J112
2015,4,G2615J 12 0,,DT ASIA INVTS LTD,UNIT 03/29/2021T,,G2615J,12,0,G2615J12,G2615J120
2015,4,G2615J 13 8,,DT ASIA INVTS LTD,*W EXP 03/29/202,,G2615J,13,8,G2615J13,G2615J138
2015,4,G27010 10 0,,DEHAIER MEDICAL SYSTEMS LIMI,SHS,,G27010,10,0,G2701010,G27010100
2015,4,G27823 10 6,*,DELPHI AUTOMOTIVE PLC,SHS,,G27823,10,6,G2782310,G27823106
2015,4,G27823 90 6,,DELPHI AUTOMOTIVE PLC,CALL,,G27823,90,6,G2782390,G27823906
2015,4,G27823 95 6,,DELPHI AUTOMOTIVE PLC,PUT,,G27823,95,6,G2782395,G27823956
2015,4,G28195 10 8,,DOUBLE EAGLE ACQUISITION COR,UNIT 99/99/9999,,G28195,10,8,G2819510,G28195108
2015,4,G28195 11 6,,DOUBLE EAGLE ACQUISITION COR,*W EXP 09/16/202,ADDED,G28195,11,6,G2819511,G28195116
2015,4,G28195 12 4,,DOUBLE EAGLE ACQUISITION COR,COM,ADDED,G28195,12,4,G2819512,G28195124
2015,4,G29183 10 3,*,EATON CORP PLC,SHS,,G29183,10,3,G2918310,G29183103
2015,4,G29183 90 3,,EATON CORP PLC,CALL,,G29183,90,3,G2918390,G29183903
2015,4,G29183 95 3,,EATON CORP PLC,PUT,,G29183,95,3,G2918395,G29183953
2015,4,G2920Y 10 1,,E COMPASS ACQUISITION CORP,ORD SHS,ADDED,G2920Y,10,1,G2920Y10,G2920Y101
2015,4,G2920Y 11 9,,E COMPASS ACQUISITION CORP,RIGHT 02/18/2017,ADDED,G2920Y,11,9,G2920Y11,G2920Y119
2015,4,G2920Y 20 0,,E COMPASS ACQUISITION CORP,UNIT 99/99/9999,,G2920Y,20,0,G2920Y20,G2920Y200
2015,4,G29438 10 1,,E FUTURE INFORMATION TECH IN,SHS,,G29438,10,1,G2943810,G29438101
2015,4,G2952T AA 1,,E HOUSE CHINA HOLDINGS LIMIT,DEBT  2.750%12/1,,G2952T,AA,1,G2952TAA,G2952TAA1
2015,4,G30397 10 6,*,ENDURANCE SPECIALTY HLDGS LT,SHS,,G30397,10,6,G3039710,G30397106
2015,4,G30397 90 6,,ENDURANCE SPECIALTY HLDGS LT,CALL,,G30397,90,6,G3039790,G30397906
2015,4,G30397 95 6,,ENDURANCE SPECIALTY HLDGS LT,PUT,,G30397,95,6,G3039795,G30397956
2015,4,G30401 10 6,*,ENDO INTL PLC,SHS,,G30401,10,6,G3040110,G30401106
2015,4,G30401 90 6,,ENDO INTL PLC,CALL,,G30401,90,6,G3040190,G30401906
2015,4,G30401 95 6,,ENDO INTL PLC,PUT,,G30401,95,6,G3040195,G30401956
2015,4,G3075P 10 1,,ENSTAR GROUP LIMITED,SHS,,G3075P,10,1,G3075P10,G3075P101
2015,4,G3105C 10 4,,ELECTRUM SPL ACQUISITION COR,SHS,,G3105C,10,4,G3105C10,G3105C104
2015,4,G3105C 11 2,,ELECTRUM SPL ACQUISITION COR,*W EXP 99/99/999,,G3105C,11,2,G3105C11,G3105C112
2015,4,G3105C 12 0,,ELECTRUM SPL ACQUISITION COR,UNIT 99/99/9999,,G3105C,12,0,G3105C12,G3105C120
2015,4,G3156P 10 3,*,ASA GOLD AND PRECIOUS MTLS L,SHS,,G3156P,10,3,G3156P10,G3156P103
2015,4,G3156P 90 3,,ASA GOLD AND PRECIOUS MTLS L,CALL,,G3156P,90,3,G3156P90,G3156P903
2015,4,G3156P 95 3,,ASA GOLD AND PRECIOUS MTLS L,PUT,,G3156P,95,3,G3156P95,G3156P953
2015,4,G3157S 10 6,*,ENSCO PLC,SHS CLASS A,,G3157S,10,6,G3157S10,G3157S106
2015,4,G3157S 90 6,,ENSCO PLC,CALL,,G3157S,90,6,G3157S90,G3157S906
2015,4,G3157S 95 6,,ENSCO PLC,PUT,,G3157S,95,6,G3157S95,G3157S956
2015,4,G3163G 10 4,,CHINA METRO-RURAL HLDGS LTD,SHS,,G3163G,10,4,G3163G10,G3163G104
2015,4,G3164Q 10 1,*,C&J ENERGY SVCS LTD,SHS,,G3164Q,10,1,G3164Q10,G3164Q101
2015,4,G3164Q 90 1,,C&J ENERGY SVCS LTD,CALL,,G3164Q,90,1,G3164Q90,G3164Q901
2015,4,G3164Q 95 1,,C&J ENERGY SVCS LTD,PUT,,G3164Q,95,1,G3164Q95,G3164Q951
2015,4,G3198U 10 2,*,ESSENT GROUP LTD,COM,,G3198U,10,2,G3198U10,G3198U102
2015,4,G3198U 90 2,,ESSENT GROUP LTD,CALL,,G3198U,90,2,G3198U90,G3198U902
2015,4,G3198U 95 2,,ESSENT GROUP LTD,PUT,,G3198U,95,2,G3198U95,G3198U952
2015,4,G32030 12 7,,EURO TECH HOLDINGS CO LTD,SHS NEW,,G32030,12,7,G3203012,G32030127
2015,4,G3223R 10 8,*,EVEREST RE GROUP LTD,COM,,G3223R,10,8,G3223R10,G3223R108
2015,4,G3223R 90 8,,EVEREST RE GROUP LTD,CALL,,G3223R,90,8,G3223R90,G3223R908
2015,4,G3223R 95 8,,EVEREST RE GROUP LTD,PUT,,G3223R,95,8,G3223R95,G3223R958
2015,4,G3323L 10 0,*,FABRINET,SHS,,G3323L,10,0,G3323L10,G3323L100
2015,4,G3323L 90 0,,FABRINET,CALL,,G3323L,90,0,G3323L90,G3323L900
2015,4,G3323L 95 0,,FABRINET,PUT,,G3323L,95,0,G3323L95,G3323L950
2015,4,G33856 10 8,*,FERROGLOBE PLC,SHS,ADDED,G33856,10,8,G3385610,G33856108
2015,4,G33856 90 8,,FERROGLOBE PLC,CALL,ADDED,G33856,90,8,G3385690,G33856908
2015,4,G33856 95 8,,FERROGLOBE PLC,PUT,ADDED,G33856,95,8,G3385695,G33856958
2015,4,G35569 10 5,*,FLEETMATICS GROUP PLC,COM,,G35569,10,5,G3556910,G35569105
2015,4,G35569 90 5,,FLEETMATICS GROUP PLC,CALL,,G35569,90,5,G3556990,G35569905
2015,4,G35569 95 5,,FLEETMATICS GROUP PLC,PUT,,G35569,95,5,G3556995,G35569955
2015,4,G36738 10 5,*,FRESH DEL MONTE PRODUCE INC,ORD,,G36738,10,5,G3673810,G36738105
2015,4,G36738 90 5,,FRESH DEL MONTE PRODUCE INC,CALL,,G36738,90,5,G3673890,G36738905
2015,4,G36738 95 5,,FRESH DEL MONTE PRODUCE INC,PUT,,G36738,95,5,G3673895,G36738955
2015,4,G3682E 12 7,*,FRONTLINE LTD,SHS,,G3682E,12,7,G3682E12,G3682E127
2015,4,G3682E 90 7,,FRONTLINE LTD,CALL,,G3682E,90,7,G3682E90,G3682E907
2015,4,G3682E 95 7,,FRONTLINE LTD,PUT,,G3682E,95,7,G3682E95,G3682E957
2015,4,G3704F 10 2,,FUWEI FILMS HLDGS CO LTD,SHS,,G3704F,10,2,G3704F10,G3704F102
2015,4,G3727Q 10 1,*,FREESCALE SEMICONDUCTOR LTD,SHS,DELETED,G3727Q,10,1,G3727Q10,G3727Q101
2015,4,G3727Q 90 1,,FREESCALE SEMICONDUCTOR LTD,CALL,DELETED,G3727Q,90,1,G3727Q90,G3727Q901
2015,4,G3727Q 95 1,,FREESCALE SEMICONDUCTOR LTD,PUT,DELETED,G3727Q,95,1,G3727Q95,G3727Q951
2015,4,G3729B 10 2,,FULING GLOBAL INC,SHS,ADDED,G3729B,10,2,G3729B10,G3729B102
2015,4,G37585 10 9,*,GASLOG LTD,SHS,,G37585,10,9,G3758510,G37585109
2015,4,G37585 90 9,,GASLOG LTD,CALL,,G37585,90,9,G3758590,G37585909
2015,4,G37585 95 9,,GASLOG LTD,PUT,,G37585,95,9,G3758595,G37585959
2015,4,G3788M 11 4,*,EROS INTL PLC,SHS NEW,,G3788M,11,4,G3788M11,G3788M114
2015,4,G3788M 90 4,,EROS INTL PLC,CALL,,G3788M,90,4,G3788M90,G3788M904
2015,4,G3788M 95 4,,EROS INTL PLC,PUT,,G3788M,95,4,G3788M95,G3788M954
2015,4,G38327 10 5,,GEOPARK LTD,USD SHS,,G38327,10,5,G3832710,G38327105
2015,4,G3922B 10 7,*,GENPACT LIMITED,SHS,,G3922B,10,7,G3922B10,G3922B107
2015,4,G3922B 90 7,,GENPACT LIMITED,CALL,,G3922B,90,7,G3922B90,G3922B907
2015,4,G3922B 95 7,,GENPACT LIMITED,PUT,,G3922B,95,7,G3922B95,G3922B957
2015,4,G39300 10 1,,GLOBAL SOURCES LTD,ORD,,G39300,10,1,G3930010,G39300101
2015,4,G39319 10 1,*,GLOBAL INDEMNITY PLC,SHS,,G39319,10,1,G3931910,G39319101
2015,4,G39319 90 1,,GLOBAL INDEMNITY PLC,CALL,,G39319,90,1,G3931990,G39319901
2015,4,G39319 95 1,,GLOBAL INDEMNITY PLC,PUT,,G39319,95,1,G3931995,G39319951
2015,4,G39320 11 7,,GLOBAL TECH ADVANCED INNOVAT,SHS NEW,,G39320,11,7,G3932011,G39320117
2015,4,G39637 10 6,*,GOLDEN OCEAN GROUP LTD,SHS,,G39637,10,6,G3963710,G39637106
2015,4,G39637 90 6,,GOLDEN OCEAN GROUP LTD,CALL,,G39637,90,6,G3963790,G39637906
2015,4,G39637 95 6,,GOLDEN OCEAN GROUP LTD,PUT,,G39637,95,6,G3963795,G39637956
2015,4,G40357 10 8,,GP INVTS ACQUISITION COR,*W EXP 05/19/202,,G40357,10,8,G4035710,G40357108
2015,4,G40357 11 6,,GP INVTS ACQUISITION COR,UNIT 99/99/9999,,G40357,11,6,G4035711,G40357116
2015,4,G40357 12 4,,GP INVTS ACQUISITION COR,SHS,,G40357,12,4,G4035712,G40357124
2015,4,G4095J 10 9,*,GREENLIGHT CAPITAL RE LTD,CLASS A,,G4095J,10,9,G4095J10,G4095J109
2015,4,G4095J 90 9,,GREENLIGHT CAPITAL RE LTD,CALL,,G4095J,90,9,G4095J90,G4095J909
2015,4,G4095J 95 9,,GREENLIGHT CAPITAL RE LTD,PUT,,G4095J,95,9,G4095J95,G4095J959
2015,4,G4388N 10 6,*,HELEN OF TROY CORP LTD,COM,,G4388N,10,6,G4388N10,G4388N106
2015,4,G4388N 90 6,,HELEN OF TROY CORP LTD,CALL,,G4388N,90,6,G4388N90,G4388N906
2015,4,G4388N 95 6,,HELEN OF TROY CORP LTD,PUT,,G4388N,95,6,G4388N95,G4388N956
2015,4,G4412G 10 1,*,HERBALIFE LTD,COM USD SHS,,G4412G,10,1,G4412G10,G4412G101
2015,4,G4412G 90 1,,HERBALIFE LTD,CALL,,G4412G,90,1,G4412G90,G4412G901
2015,4,G4412G 95 1,,HERBALIFE LTD,PUT,,G4412G,95,1,G4412G95,G4412G951
2015,4,G4481U 10 6,,HIGHWAY HLDGS LTD,ORD,,G4481U,10,6,G4481U10,G4481U106
2015,4,G45667 10 5,*,HOLLYSYS AUTOMATION TECHNOLO,SHS,,G45667,10,5,G4566710,G45667105
2015,4,G45667 90 5,,HOLLYSYS AUTOMATION TECHNOLO,CALL,,G45667,90,5,G4566790,G45667905
2015,4,G45667 95 5,,HOLLYSYS AUTOMATION TECHNOLO,PUT,,G45667,95,5,G4566795,G45667955
2015,4,G4617B 10 5,*,HORIZON PHARMA PLC,SHS,,G4617B,10,5,G4617B10,G4617B105
2015,4,G4617B 90 5,,HORIZON PHARMA PLC,CALL,,G4617B,90,5,G4617B90,G4617B905
2015,4,G4617B 95 5,,HORIZON PHARMA PLC,PUT,,G4617B,95,5,G4617B95,G4617B955
2015,4,G4705A 10 0,*,ICON PLC,SHS,,G4705A,10,0,G4705A10,G4705A100
2015,4,G4705A 90 0,,ICON PLC,CALL,,G4705A,90,0,G4705A90,G4705A900
2015,4,G4705A 95 0,,ICON PLC,PUT,,G4705A,95,0,G4705A95,G4705A950
