year,quarter,cusip_no,has_listed_options,issuer_name,issuer_description,status,cusip_6,cusip_2,cusip_1,cusip_8,cusip_9
2012,4,G0692U 10 9,*,AXIS CAPITAL HOLDINGS INV,SHS,,G0692U,10,9,G0692U10,G0692U109
2012,4,G0692U 90 9,,AXIS CAPITAL HOLDINGS INV,CALL,,G0692U,90,9,G0692U90,G0692U909
2012,4,G0692U 95 9,,AXIS CAPITAL HOLDINGS INV,PUT,,G0692U,95,9,G0692U95,G0692U959
2012,4,G10082 14 0,*,ENERGY XXI (BERMUDA) LTD,USD UNRS SHS,,G10082,14,0,G1008214,G10082140
2012,4,G10082 90 0,,ENERGY XXI (BERMUDA) LTD,CALL,,G10082,90,0,G1008290,G10082900
2012,4,G10082 95 0,,ENERGY XXI (BERMUDA) LTD,PUT,,G10082,95,0,G1008295,G10082950
2012,4,G1082J 10 0,,BGS ACQUISITION CORP,SH,,G1082J,10,0,G1082J10,G1082J100
2012,4,G1082J 11 8,,BGS ACQUISITION CORP,*W EXP 03/21/201,,G1082J,11,8,G1082J11,G1082J118
2012,4,G1082J 12 6,,BGS ACQUISITION CORP,UNIT 99/99/9999,,G1082J,12,6,G1082J12,G1082J126
2012,4,G1151C 10 1,*,ACCENTURE PLC IRELAND,SHS CLASS A,,G1151C,10,1,G1151C10,G1151C101
2012,4,G1151C 90 1,,ACCENTURE PLC IRELAND,CALL,,G1151C,90,1,G1151C90,G1151C901
2012,4,G1151C 95 1,,ACCENTURE PLC IRELAND,PUT,,G1151C,95,1,G1151C95,G1151C951
2012,4,G11962 10 0,,BLUE WOLF MONGOLIA HOLDINGS,SHS,,G11962,10,0,G1196210,G11962100
2012,4,G11962 11 8,,BLUE WOLF MONGOLIA HOLDINGS,*W EXP 07/20/201,,G11962,11,8,G1196211,G11962118
2012,4,G11962 12 6,,BLUE WOLF MONGOLIA HOLDINGS,UNIT 99/99/9999,,G11962,12,6,G1196212,G11962126
2012,4,G16252 10 1,*,BROOKFIELD INFRAST PARTNERS,LP INT UNIT,,G16252,10,1,G1625210,G16252101
2012,4,G16252 90 1,,BROOKFIELD INFRAST PARTNERS,CALL,,G16252,90,1,G1625290,G16252901
2012,4,G16252 95 1,,BROOKFIELD INFRAST PARTNERS,PUT,,G16252,95,1,G1625295,G16252951
2012,4,G16962 10 5,*,BUNGE LIMITED,COM,,G16962,10,5,G1696210,G16962105
2012,4,G16962 90 5,,BUNGE LIMITED,CALL,,G16962,90,5,G1696290,G16962905
2012,4,G16962 95 5,,BUNGE LIMITED,PUT,,G16962,95,5,G1696295,G16962955
2012,4,G19867 10 3,,CAZADOR ACQUISITION CORPORAT,SHS,DELETED,G19867,10,3,G1986710,G19867103
2012,4,G19867 11 1,,CAZADOR ACQUISITION CORPORAT,UNIT 99/99/9999,DELETED,G19867,11,1,G1986711,G19867111
2012,4,G19867 12 9,,CAZADOR ACQUISITION CORPORAT,*W EXP 99/99/999,DELETED,G19867,12,9,G1986712,G19867129
2012,4,G20045 20 2,*,CENTRAL EUROPEAN MEDIA ENTRP,CL A NEW,,G20045,20,2,G2004520,G20045202
2012,4,G20045 90 2,,CENTRAL EUROPEAN MEDIA ENTRP,CALL,,G20045,90,2,G2004590,G20045902
2012,4,G20045 95 2,,CENTRAL EUROPEAN MEDIA ENTRP,PUT,,G20045,95,2,G2004595,G20045952
2012,4,G21082 10 5,*,CHINA YUCHAI INTL LTD,COM,,G21082,10,5,G2108210,G21082105
2012,4,G21082 90 5,,CHINA YUCHAI INTL LTD,CALL,,G21082,90,5,G2108290,G21082905
2012,4,G21082 95 5,,CHINA YUCHAI INTL LTD,PUT,,G21082,95,5,G2108295,G21082955
2012,4,G2110R 11 4,*,CHIPMOS TECH BERMUDA LTD,SHS,,G2110R,11,4,G2110R11,G2110R114
2012,4,G2110R 90 4,,CHIPMOS TECH BERMUDA LTD,CALL,,G2110R,90,4,G2110R90,G2110R904
2012,4,G2110R 95 4,,CHIPMOS TECH BERMUDA LTD,PUT,,G2110R,95,4,G2110R95,G2110R954
2012,4,G2110U 10 9,,CHINA NATURAL RESOURCES INC,COM,,G2110U,10,9,G2110U10,G2110U109
2012,4,G21101 10 3,*,CHINA GERUI ADV MAT GR LTD,SHS,,G21101,10,3,G2110110,G21101103
2012,4,G21101 90 3,,CHINA GERUI ADV MAT GR LTD,CALL,,G21101,90,3,G2110190,G21101903
2012,4,G21101 95 3,,CHINA GERUI ADV MAT GR LTD,PUT,,G21101,95,3,G2110195,G21101953
2012,4,G21107 10 0,,CHINA CORD BLOOD CORP,SHS,,G21107,10,0,G2110710,G21107100
2012,4,G2112E 14 5,,CHINA HYDROELECTRIC CORPORAT,*W EXP 01/25/201,,G2112E,14,5,G2112E14,G2112E145
2012,4,G2113X 10 0,,CHINA CERAMICS CO LTD,SHS,,G2113X,10,0,G2113X10,G2113X100
2012,4,G2113X 11 8,,CHINA CERAMICS CO LTD,*W EXP 11/16/201,DELETED,G2113X,11,8,G2113X11,G2113X118
2012,4,G2113X 20 9,,CHINA CERAMICS CO LTD,UNIT 11/16/2012,DELETED,G2113X,20,9,G2113X20,G2113X209
2012,4,G2114K 10 7,,CHINA GROWTH EQUITY INV LTD,SHS,,G2114K,10,7,G2114K10,G2114K107
2012,4,G2114K 11 5,,CHINA GROWTH EQUITY INV LTD,UNIT 05/14/2016,,G2114K,11,5,G2114K11,G2114K115
2012,4,G2114K 12 3,,CHINA GROWTH EQUITY INV LTD,*W EXP 04/05/201,,G2114K,12,3,G2114K12,G2114K123
2012,4,G21174 10 0,*,CHINA INFORMATION TECHNOLOGY,COM,ADDED,G21174,10,0,G2117410,G21174100
2012,4,G21174 90 0,,CHINA INFORMATION TECHNOLOGY,CALL,ADDED,G21174,90,0,G2117490,G21174900
2012,4,G21174 95 0,,CHINA INFORMATION TECHNOLOGY,PUT,ADDED,G21174,95,0,G2117495,G21174950
2012,4,G22538 10 5,*,COGO GROUP INC,ORD SHS,,G22538,10,5,G2253810,G22538105
2012,4,G22538 90 5,,COGO GROUP INC,CALL,,G22538,90,5,G2253890,G22538905
2012,4,G22538 95 5,,COGO GROUP INC,PUT,,G22538,95,5,G2253895,G22538955
2012,4,G2266G 10 2,,COLLABRIUM JAPAN ACQUISITN C,SHS,ADDED,G2266G,10,2,G2266G10,G2266G102
2012,4,G2266G 11 0,,COLLABRIUM JAPAN ACQUISITN C,*W EXP 99/99/999,ADDED,G2266G,11,0,G2266G11,G2266G110
2012,4,G2266G 12 8,,COLLABRIUM JAPAN ACQUISITN C,UNIT 99/99/9999,ADDED,G2266G,12,8,G2266G12,G2266G128
2012,4,G23773 10 7,*,CONSOLIDATED WATER CO INC,ORD,,G23773,10,7,G2377310,G23773107
2012,4,G23773 90 7,,CONSOLIDATED WATER CO INC,CALL,,G23773,90,7,G2377390,G23773907
2012,4,G23773 95 7,,CONSOLIDATED WATER CO INC,PUT,,G23773,95,7,G2377395,G23773957
2012,4,G24140 10 8,*,COOPER INDUSTRIES PLC,SHS,DELETED,G24140,10,8,G2414010,G24140108
2012,4,G24140 90 8,,COOPER INDUSTRIES PLC,CALL,DELETED,G24140,90,8,G2414090,G24140908
2012,4,G24140 95 8,,COOPER INDUSTRIES PLC,PUT,DELETED,G24140,95,8,G2414095,G24140958
2012,4,G2519Y 10 8,*,CREDICORP LTD,COM,,G2519Y,10,8,G2519Y10,G2519Y108
2012,4,G2519Y 90 8,,CREDICORP LTD,CALL,,G2519Y,90,8,G2519Y90,G2519Y908
2012,4,G2519Y 95 8,,CREDICORP LTD,PUT,,G2519Y,95,8,G2519Y95,G2519Y958
2012,4,G25320 AQ 8,,CREDIT SUISSE GRP GUERNSEY I,DEBT  7.875% 2/2,,G25320,AQ,8,G25320AQ,G25320AQ8
2012,4,G25343 10 7,*,COSAN LTD,SHS A,,G25343,10,7,G2534310,G25343107
2012,4,G25343 90 7,,COSAN LTD,CALL,,G25343,90,7,G2534390,G25343907
2012,4,G25343 95 7,,COSAN LTD,PUT,,G25343,95,7,G2534395,G25343957
2012,4,G2554F 11 3,*,COVIDIEN PLC,SHS,,G2554F,11,3,G2554F11,G2554F113
2012,4,G2554F 90 3,,COVIDIEN PLC,CALL,,G2554F,90,3,G2554F90,G2554F903
2012,4,G2554F 95 3,,COVIDIEN PLC,PUT,,G2554F,95,3,G2554F95,G2554F953
2012,4,G25861 AA 6,,CTRIP COM INTERNATIONAL LTD,DEBT  0.500% 9/1,ADDED,G25861,AA,6,G25861AA,G25861AA6
2012,4,G27010 10 0,,DEHAIER MEDICAL SYSTEMS LIMI,SHS,,G27010,10,0,G2701010,G27010100
2012,4,G27823 10 6,*,DELPHI AUTOMOTIVE PLC,SHS,,G27823,10,6,G2782310,G27823106
2012,4,G27823 90 6,,DELPHI AUTOMOTIVE PLC,CALL,,G27823,90,6,G2782390,G27823906
2012,4,G27823 95 6,,DELPHI AUTOMOTIVE PLC,PUT,,G27823,95,6,G2782395,G27823956
2012,4,G29183 10 3,*,EATON CORP PLC,SHS,ADDED,G29183,10,3,G2918310,G29183103
2012,4,G29183 90 3,,EATON CORP PLC,CALL,ADDED,G29183,90,3,G2918390,G29183903
2012,4,G29183 95 3,,EATON CORP PLC,PUT,ADDED,G29183,95,3,G2918395,G29183953
2012,4,G29438 10 1,,E FUTURE INFORMATION TECH IN,SHS,,G29438,10,1,G2943810,G29438101
2012,4,G30397 10 6,*,ENDURANCE SPECIALTY HLDGS LT,SHS,,G30397,10,6,G3039710,G30397106
2012,4,G30397 90 6,,ENDURANCE SPECIALTY HLDGS LT,CALL,,G30397,90,6,G3039790,G30397906
2012,4,G30397 95 6,,ENDURANCE SPECIALTY HLDGS LT,PUT,,G30397,95,6,G3039795,G30397956
2012,4,G3075P 10 1,,ENSTAR GROUP LIMITED,SHS,,G3075P,10,1,G3075P10,G3075P101
2012,4,G3156P 10 3,*,ASA GOLD AND PRECIOUS MTLS L,SHS,,G3156P,10,3,G3156P10,G3156P103
2012,4,G3156P 90 3,,ASA GOLD AND PRECIOUS MTLS L,CALL,,G3156P,90,3,G3156P90,G3156P903
2012,4,G3156P 95 3,,ASA GOLD AND PRECIOUS MTLS L,PUT,,G3156P,95,3,G3156P95,G3156P953
2012,4,G3157S 10 6,*,ENSCO PLC,SHS CLASS A,,G3157S,10,6,G3157S10,G3157S106
2012,4,G3157S 90 6,,ENSCO PLC,CALL,,G3157S,90,6,G3157S90,G3157S906
2012,4,G3157S 95 6,,ENSCO PLC,PUT,,G3157S,95,6,G3157S95,G3157S956
2012,4,G3163G 10 4,,CHINA METRO-RURAL HLDGS LTD,SHS,,G3163G,10,4,G3163G10,G3163G104
2012,4,G32030 12 7,,EURO TECH HOLDINGS CO LTD,SHS NEW,,G32030,12,7,G3203012,G32030127
2012,4,G3223R 10 8,*,EVEREST RE GROUP LTD,COM,,G3223R,10,8,G3223R10,G3223R108
2012,4,G3223R 90 8,,EVEREST RE GROUP LTD,CALL,,G3223R,90,8,G3223R90,G3223R908
2012,4,G3223R 95 8,,EVEREST RE GROUP LTD,PUT,,G3223R,95,8,G3223R95,G3223R958
2012,4,G32335 10 4,,EXCEED COMPANY LTD,SHS,,G32335,10,4,G3233510,G32335104
2012,4,G3323L 10 0,*,FABRINET,SHS,,G3323L,10,0,G3323L10,G3323L100
2012,4,G3323L 90 0,,FABRINET,CALL,,G3323L,90,0,G3323L90,G3323L900
2012,4,G3323L 95 0,,FABRINET,PUT,,G3323L,95,0,G3323L95,G3323L950
2012,4,G35569 10 5,,FLEETMATICS GROUP PLC,COM,ADDED,G35569,10,5,G3556910,G35569105
2012,4,G36738 10 5,*,FRESH DEL MONTE PRODUCE INC,ORD,,G36738,10,5,G3673810,G36738105
2012,4,G36738 90 5,,FRESH DEL MONTE PRODUCE INC,CALL,,G36738,90,5,G3673890,G36738905
2012,4,G36738 95 5,,FRESH DEL MONTE PRODUCE INC,PUT,,G36738,95,5,G3673895,G36738955
2012,4,G3682E 12 7,*,FRONTLINE LTD,SHS,,G3682E,12,7,G3682E12,G3682E127
2012,4,G3682E 90 7,,FRONTLINE LTD,CALL,,G3682E,90,7,G3682E90,G3682E907
2012,4,G3682E 95 7,,FRONTLINE LTD,PUT,,G3682E,95,7,G3682E95,G3682E957
2012,4,G3704F 10 2,,FUWEI FILMS HLDGS CO LTD,SHS,,G3704F,10,2,G3704F10,G3704F102
2012,4,G3727Q 10 1,*,FREESCALE SEMICONDUCTOR LTD,SHS,,G3727Q,10,1,G3727Q10,G3727Q101
2012,4,G3727Q 90 1,,FREESCALE SEMICONDUCTOR LTD,CALL,,G3727Q,90,1,G3727Q90,G3727Q901
2012,4,G3727Q 95 1,,FREESCALE SEMICONDUCTOR LTD,PUT,,G3727Q,95,1,G3727Q95,G3727Q951
2012,4,G37585 10 9,*,GASLOG LTD,SHS,,G37585,10,9,G3758510,G37585109
2012,4,G37585 90 9,,GASLOG LTD,CALL,,G37585,90,9,G3758590,G37585909
2012,4,G37585 95 9,,GASLOG LTD,PUT,,G37585,95,9,G3758595,G37585959
2012,4,G3922B 10 7,*,GENPACT LIMITED,SHS,,G3922B,10,7,G3922B10,G3922B107
2012,4,G3922B 90 7,,GENPACT LIMITED,CALL,,G3922B,90,7,G3922B90,G3922B907
2012,4,G3922B 95 7,,GENPACT LIMITED,PUT,,G3922B,95,7,G3922B95,G3922B957
2012,4,G39300 10 1,,GLOBAL SOURCES LTD,ORD,,G39300,10,1,G3930010,G39300101
2012,4,G39319 10 1,*,GLOBAL INDEMNITY PLC,SHS,,G39319,10,1,G3931910,G39319101
2012,4,G39319 90 1,,GLOBAL INDEMNITY PLC,CALL,,G39319,90,1,G3931990,G39319901
2012,4,G39319 95 1,,GLOBAL INDEMNITY PLC,PUT,,G39319,95,1,G3931995,G39319951
2012,4,G39320 11 7,,GLOBAL TECH ADVANCED INNOVAT,SHS NEW,,G39320,11,7,G3932011,G39320117
2012,4,G4095J 10 9,*,GREENLIGHT CAPITAL RE LTD,CLASS A,,G4095J,10,9,G4095J10,G4095J109
2012,4,G4095J 90 9,,GREENLIGHT CAPITAL RE LTD,CALL,,G4095J,90,9,G4095J90,G4095J909
2012,4,G4095J 95 9,,GREENLIGHT CAPITAL RE LTD,PUT,,G4095J,95,9,G4095J95,G4095J959
2012,4,G4388N 10 6,*,HELEN OF TROY CORP LTD,COM,,G4388N,10,6,G4388N10,G4388N106
2012,4,G4388N 90 6,,HELEN OF TROY CORP LTD,CALL,,G4388N,90,6,G4388N90,G4388N906
2012,4,G4388N 95 6,,HELEN OF TROY CORP LTD,PUT,,G4388N,95,6,G4388N95,G4388N956
2012,4,G4412G 10 1,*,HERBALIFE LTD,COM USD SHS,,G4412G,10,1,G4412G10,G4412G101
2012,4,G4412G 90 1,,HERBALIFE LTD,CALL,,G4412G,90,1,G4412G90,G4412G901
2012,4,G4412G 95 1,,HERBALIFE LTD,PUT,,G4412G,95,1,G4412G95,G4412G951
2012,4,G4481U 10 6,,HIGHWAY HLDGS LTD,ORD,,G4481U,10,6,G4481U10,G4481U106
2012,4,G45667 10 5,*,HOLLYSYS AUTOMATION TECHNOLO,SHS,,G45667,10,5,G4566710,G45667105
2012,4,G45667 90 5,,HOLLYSYS AUTOMATION TECHNOLO,CALL,,G45667,90,5,G4566790,G45667905
2012,4,G45667 95 5,,HOLLYSYS AUTOMATION TECHNOLO,PUT,,G45667,95,5,G4566795,G45667955
2012,4,G4772R 10 1,,INFINITY CROSS BORDER ACQUIS,SHS,ADDED,G4772R,10,1,G4772R10,G4772R101
2012,4,G4772R 11 9,,INFINITY CROSS BORDER ACQUIS,*W EXP 07/26/201,ADDED,G4772R,11,9,G4772R11,G4772R119
2012,4,G4772R 12 7,,INFINITY CROSS BORDER ACQUIS,UNIT 99/99/9999,,G4772R,12,7,G4772R12,G4772R127
2012,4,G47791 10 1,*,INGERSOLL-RAND PLC,SHS,,G47791,10,1,G4779110,G47791101
2012,4,G47791 90 1,,INGERSOLL-RAND PLC,CALL,,G47791,90,1,G4779190,G47791901
2012,4,G47791 95 1,,INGERSOLL-RAND PLC,PUT,,G47791,95,1,G4779195,G47791951
2012,4,G491BT 10 8,*,INVESCO LTD,SHS,,G491BT,10,8,G491BT10,G491BT108
2012,4,G491BT 90 8,,INVESCO LTD,CALL,,G491BT,90,8,G491BT90,G491BT908
2012,4,G491BT 95 8,,INVESCO LTD,PUT,,G491BT,95,8,G491BT95,G491BT958
2012,4,G50871 10 5,*,JAZZ PHARMACEUTICALS PLC,SHS USD,,G50871,10,5,G5087110,G50871105
2012,4,G50871 90 5,,JAZZ PHARMACEUTICALS PLC,CALL,,G50871,90,5,G5087190,G50871905
2012,4,G50871 95 5,,JAZZ PHARMACEUTICALS PLC,PUT,,G50871,95,5,G5087195,G50871955
2012,4,G5138L 10 0,*,JINPAN INTL LTD,ORD,,G5138L,10,0,G5138L10,G5138L100
2012,4,G5138L 90 0,,JINPAN INTL LTD,CALL,,G5138L,90,0,G5138L90,G5138L900
2012,4,G5138L 95 0,,JINPAN INTL LTD,PUT,,G5138L,95,0,G5138L95,G5138L950
2012,4,G5315B 10 7,*,KOSMOS ENERGY LTD,SHS,,G5315B,10,7,G5315B10,G5315B107
2012,4,G5315B 90 7,,KOSMOS ENERGY LTD,CALL,,G5315B,90,7,G5315B90,G5315B907
2012,4,G5315B 95 7,,KOSMOS ENERGY LTD,PUT,,G5315B,95,7,G5315B95,G5315B957
2012,4,G54050 10 2,*,LAZARD LTD,SHS A,,G54050,10,2,G5405010,G54050102
2012,4,G54050 90 2,,LAZARD LTD,CALL,,G54050,90,2,G5405090,G54050902
2012,4,G54050 95 2,,LAZARD LTD,PUT,,G54050,95,2,G5405095,G54050952
2012,4,G55312 10 5,*,LJ INTL INC,ORD,,G55312,10,5,G5531210,G55312105
2012,4,G55312 90 5,,LJ INTL INC,CALL,,G55312,90,5,G5531290,G55312905
2012,4,G55312 95 5,,LJ INTL INC,PUT,,G55312,95,5,G5531295,G55312955
2012,4,G55329 10 9,,LIZHAN ENVIRONMENTAL CORP,SHS,DELETED,G55329,10,9,G5532910,G55329109
2012,4,G5753U 11 2,*,MAIDEN HOLDINGS LTD,SHS,,G5753U,11,2,G5753U11,G5753U112
2012,4,G5753U 90 2,,MAIDEN HOLDINGS LTD,CALL,,G5753U,90,2,G5753U90,G5753U902
2012,4,G5753U 95 2,,MAIDEN HOLDINGS LTD,PUT,,G5753U,95,2,G5753U95,G5753U952
2012,4,G5784H 10 6,*,MANCHESTER UTD PLC NEW,ORD CL A,,G5784H,10,6,G5784H10,G5784H106
2012,4,G5784H 90 6,,MANCHESTER UTD PLC NEW,CALL,,G5784H,90,6,G5784H90,G5784H906
2012,4,G5784H 95 6,,MANCHESTER UTD PLC NEW,PUT,,G5784H,95,6,G5784H95,G5784H956
2012,4,G5876H 10 5,*,MARVELL TECHNOLOGY GROUP LTD,ORD,,G5876H,10,5,G5876H10,G5876H105
2012,4,G5876H 90 5,,MARVELL TECHNOLOGY GROUP LTD,CALL,,G5876H,90,5,G5876H90,G5876H905
2012,4,G5876H 95 5,,MARVELL TECHNOLOGY GROUP LTD,PUT,,G5876H,95,5,G5876H95,G5876H955
2012,4,G60754 10 1,*,MICHAEL KORS HLDGS LTD,SHS,,G60754,10,1,G6075410,G60754101
2012,4,G60754 90 1,,MICHAEL KORS HLDGS LTD,CALL,,G60754,90,1,G6075490,G60754901
2012,4,G60754 95 1,,MICHAEL KORS HLDGS LTD,PUT,,G60754,95,1,G6075495,G60754951
2012,4,G62185 10 6,*,MONTPELIER RE HOLDINGS LTD,SHS,,G62185,10,6,G6218510,G62185106
2012,4,G62185 90 6,,MONTPELIER RE HOLDINGS LTD,CALL,,G62185,90,6,G6218590,G62185906
2012,4,G62185 95 6,,MONTPELIER RE HOLDINGS LTD,PUT,,G62185,95,6,G6218595,G62185956
2012,4,G6331P 10 4,*,ALPHA & OMEGA SEMICONDUCTOR,SHS,,G6331P,10,4,G6331P10,G6331P104
2012,4,G6331P 90 4,,ALPHA & OMEGA SEMICONDUCTOR,CALL,,G6331P,90,4,G6331P90,G6331P904
2012,4,G6331P 95 4,,ALPHA & OMEGA SEMICONDUCTOR,PUT,,G6331P,95,4,G6331P95,G6331P954
2012,4,G6359F 10 3,*,NABORS INDUSTRIES LTD,SHS,,G6359F,10,3,G6359F10,G6359F103
2012,4,G6359F 90 3,,NABORS INDUSTRIES LTD,CALL,,G6359F,90,3,G6359F90,G6359F903
2012,4,G6359F 95 3,,NABORS INDUSTRIES LTD,PUT,,G6359F,95,3,G6359F95,G6359F953
2012,4,G64626 11 5,,NEWLEAD HOLDINGS LTD,SHS,,G64626,11,5,G6462611,G64626115
2012,4,G65773 10 6,*,NORDIC AMERICAN TANKERS LIMI,COM,,G65773,10,6,G6577310,G65773106
2012,4,G65773 90 6,,NORDIC AMERICAN TANKERS LIMI,CALL,,G65773,90,6,G6577390,G65773906
2012,4,G65773 95 6,,NORDIC AMERICAN TANKERS LIMI,PUT,,G65773,95,6,G6577395,G65773956
2012,4,G6648D 10 9,*,HOME LN SERVICING SOLUTIONS,ORD SHS,,G6648D,10,9,G6648D10,G6648D109
2012,4,G6648D 90 9,,HOME LN SERVICING SOLUTIONS,CALL,,G6648D,90,9,G6648D90,G6648D909
2012,4,G6648D 95 9,,HOME LN SERVICING SOLUTIONS,PUT,,G6648D,95,9,G6648D95,G6648D959
2012,4,G67742 10 9,*,ONEBEACON INSURANCE GROUP LT,CL A,,G67742,10,9,G6774210,G67742109
2012,4,G67742 90 9,,ONEBEACON INSURANCE GROUP LT,CALL,,G67742,90,9,G6774290,G67742909
2012,4,G67742 95 9,,ONEBEACON INSURANCE GROUP LT,PUT,,G67742,95,9,G6774295,G67742959
2012,4,G67743 10 7,*,ORIENT-EXPRESS HOTELS LTD,CL A,,G67743,10,7,G6774310,G67743107
2012,4,G67743 90 7,,ORIENT-EXPRESS HOTELS LTD,CALL,,G67743,90,7,G6774390,G67743907
2012,4,G67743 95 7,,ORIENT-EXPRESS HOTELS LTD,PUT,,G67743,95,7,G6774395,G67743957
2012,4,G67828 10 6,*,ORIGIN AGRITECH LIMITED,SHS,,G67828,10,6,G6782810,G67828106
2012,4,G67828 90 6,,ORIGIN AGRITECH LIMITED,CALL,,G67828,90,6,G6782890,G67828906
